,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Macedonia,Northern Cyprus,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,World,Yemen,Zambia,Zimbabwe
527,,373046.0,7228.0,,,,,,376815.0,,522.0,25675966.0,,132052.0,39985.0,,6666.0,,838.0,,196332.0,,,,,44863.0,,,,1228813.0,,64.0,20489.0,,,95644.0,,501405.0,,,,,179075.0,18214000.0,,,,,,12446.0,44268.0,147078.0,559.0,8557.0,118667.0,,63752.0,,,122828.0,85723.0,,,,,11864.0,,11846.0,5233320.0,4125930.0,,,,38852.0,742300.0,,,,6113.0,1067125.0,,,101570.0,296.0,,14309.0,780.0,1723.0,,,,9004283.0,13222.0,50434.0,,,3421339.0,495256.0,,,,31567.0,,1741.0,623584.0,,1085671.0,,638.0,78667.0,36005.0,,,,,25547.0,17369.0,14261.0,,,,578.0,23110.0,18163.0,4665392.0,8431.0,6900.0,,4594.0,126319.0,,,5950.0,,,,552688.0,,10643.0,,20101.0,3382.0,,172031.0,,,3349.0,,,237927.0,,21567.0,,,,,2731136.0,11754.0,,42936.0,21567.0,,,,,31478.0,,16082.0,225464.0,,,417376.0,112389.0,19576.0,41228.0,313998.0,,,,366.0,,,,,110739.0,,,,,,,35886.0,25285.0,,,77389.0,3132816.0,864239.0,,,93408.0,,,,108859.0,,16829.0,,,308012.0,,,,,8050.0,37394.0,445419.0,,,,,62062.0,94223.0,515723.0,1220486.0,23480013.0,40243.0,,,,,34175.0,,37167851.0,,,13892.0
528,,310996.0,4587.0,,,,,,372518.0,,2076.0,21986544.0,,70043.0,40844.0,,7087.0,,280.0,,143543.0,,,,,7528.0,,,,646329.0,,,4968.0,,,101140.0,,421274.0,,,,,32521.0,15010000.0,206599.0,,,,,11332.0,,164052.0,558.0,11594.0,52657.0,,,,,46056.0,49734.0,,,,,6830.0,,4044.0,4052490.0,2814900.0,,,,72104.0,492960.0,,1486.0,,5200.0,436903.0,,,104407.0,,,3074.0,,,,,,6398184.0,,54144.0,,,2484825.0,407719.0,,,,27268.0,,271.0,566921.0,,916586.0,,,92594.0,,,,,,18811.0,8288.0,22095.0,,,,0.0,5940.0,27352.0,4803825.0,8143.0,7758.0,,3346.0,137401.0,,,4954.0,,,,311318.0,,5573.0,,5923.0,1866.0,,48207.0,,,1011.0,,,330495.0,,11944.0,,,,,1852172.0,,,4132.0,11944.0,,,,,13374.0,,23850.0,164204.0,,,314955.0,56444.0,12888.0,39248.0,467070.0,,,,397.0,,,,,100880.0,,,,,,,44843.0,11392.0,,,6002.0,1541346.0,395103.0,,,88333.0,,,,71277.0,,,,,106172.0,,,,,4324.0,35655.0,475171.0,,,,,34870.0,101234.0,574511.0,884736.0,18526131.0,23185.0,,,,,8498.0,,29755492.0,,,
529,,87986.0,1562.0,,,,,,184161.0,,,20730609.0,,37972.0,32452.0,,7955.0,,787.0,,24142.0,,,,,4438.0,,,,347969.0,,,3263.0,,,103339.0,,377562.0,,,,,2072.0,14247000.0,106845.0,,,,,5897.0,,48371.0,355.0,,42330.0,,,,,31474.0,35709.0,,,,,4576.0,,3404.0,4067173.0,3415999.0,,,,62643.0,178017.0,,,,,283156.0,,,65750.0,,,2322.0,,,,,,6223480.0,,42500.0,,,3242349.0,124055.0,,,,46862.0,,4248.0,435809.0,,904104.0,,,55262.0,,,,,,9674.0,1655.0,25549.0,,,,0.0,4200.0,21041.0,4057512.0,,5895.0,,,131906.0,884.0,,2347.0,,,,227017.0,,1943.0,,3794.0,,,,,,1756.0,,,233560.0,,7304.0,,,,,1150202.0,,,3037.0,233595.0,,200174.0,,378.0,47967.0,,26294.0,84022.0,78495.0,,109520.0,71023.0,14175.0,31447.0,96983.0,,,,,,,,,129695.0,,,,,,,36519.0,3344.0,,,3871.0,802360.0,28704.0,,,136677.0,,9775.0,,26802.0,,,,,106882.0,,,,,6131.0,33725.0,624527.0,,,,17637.0,22219.0,22763.0,328349.0,388610.0,16769892.0,1075.0,,,,,44102.0,,27071925.0,,,
530,,863991.0,6105.0,,,,,,95141.0,,,19781532.0,63946.0,49489.0,322.0,,7956.0,,704.0,,154401.0,,,,,22762.0,,,,1111126.0,,1143.0,9654.0,,,109105.0,,447600.0,,,,,221779.0,11364000.0,142258.0,,,,,2427.0,25058.0,216326.0,526.0,,115002.0,,114951.0,,,119228.0,56006.0,,,,,7758.0,,8103.0,4054885.0,3441997.0,,,,17910.0,595048.0,,,,,656789.0,,,103176.0,,,16708.0,,,,,,8303828.0,,30489.0,,,3329948.0,312530.0,,,,55874.0,,4364.0,534172.0,,1206689.0,,79463.0,28238.0,2863.0,,,,,2468.0,10403.0,20772.0,,,,561.0,19657.0,168276.0,4905821.0,,4667.0,,,203746.0,912.0,,6567.0,,,,281486.0,,8515.0,,14499.0,,,,,,1056.0,,,208685.0,,17919.0,,,,,2257206.0,,,22368.0,81865.0,,,,8095.0,13443.0,,27688.0,114725.0,96831.0,,217328.0,74333.0,17931.0,31066.0,34510.0,,,,,,,145.0,,147849.0,,,,,,,31033.0,6887.0,,,94699.0,1856631.0,857958.0,,389822.0,61087.0,,7562.0,,98359.0,,,,,323060.0,,,,,9899.0,24341.0,725476.0,,,,2332.0,50057.0,39636.0,368555.0,902583.0,15518185.0,57584.0,,,,,54328.0,,28896110.0,,,1145.0
531,,994495.0,5895.0,,,,,,261726.0,,395.0,29319298.0,152075.0,87305.0,40705.0,,5788.0,,1289.0,,151532.0,,,,,24831.0,,,,1363351.0,,,15458.0,,,130377.0,,449109.0,3001.0,,12887.0,,210870.0,19776000.0,,,1486.0,,,10101.0,31678.0,235872.0,429.0,,114753.0,,77296.0,,,102535.0,68867.0,,,,,10547.0,,6550.0,4687207.0,3974145.0,,,,3927.0,691770.0,,,,4693.0,1051417.0,,,102473.0,224.0,,28347.0,463.0,,,,,8927260.0,,41522.0,,,2545002.0,563834.0,,,,61425.0,314.0,4273.0,537062.0,,1215633.0,,69994.0,92511.0,22727.0,,,,,11272.0,12971.0,26833.0,,1847.0,,557.0,24324.0,85095.0,5793310.0,6011.0,5672.0,13544.0,6106.0,222835.0,1164.0,,7959.0,,2532.0,,445100.0,,17718.0,,13017.0,2531.0,,198580.0,,,4191.0,,,211464.0,,22233.0,,,,,2355729.0,5707.0,,40021.0,221155.0,,,,,33006.0,,24368.0,131020.0,322929.0,,,93169.0,20962.0,32325.0,41452.0,,,,,,,19.0,,125640.0,7200.0,,,,,,29261.0,10680.0,,,93825.0,2142060.0,745610.0,,591933.0,99742.0,,2152.0,,104851.0,,154035.0,,,269632.0,,,,,5470.0,27314.0,1463060.0,,,,5989.0,62591.0,116377.0,420699.0,968511.0,24911542.0,54875.0,,,,,95421.0,,39719944.0,,,5275.0
532,,329032.0,5797.0,,,,,,232850.0,,411.0,30672314.0,136010.0,121088.0,22976.0,,5736.0,,1057.0,,184175.0,2001.0,,,,33866.0,,,,1240796.0,,,17608.0,,,94135.0,,463953.0,,,,,227001.0,21240000.0,,,,,,7726.0,22644.0,244013.0,380.0,9683.0,118360.0,,,,,80606.0,94072.0,,38530.0,,,13234.0,,7863.0,6272295.0,5194423.0,153.0,,,65786.0,669494.0,,,,4579.0,1387300.0,,,101390.0,438.0,,33224.0,,,,,,10034610.0,,35459.0,,13366.0,3020534.0,660648.0,,,,64173.0,905.0,3497.0,558394.0,,1253914.0,,66746.0,85496.0,16997.0,,,,,12219.0,15927.0,2978.0,,,,560.0,28883.0,37829.0,5347222.0,7975.0,6510.0,,5950.0,214230.0,1079.0,,5834.0,,,,384900.0,,21166.0,,,,,164990.0,,,4895.0,,23798.0,204874.0,,24425.0,,,,,2217522.0,4284.0,,106332.0,160435.0,,660102.0,,,15785.0,,20161.0,114860.0,194932.0,,,102418.0,11603.0,32077.0,312943.0,,,,,,,1.0,,117979.0,,,,,,,28948.0,17979.0,,,8287.0,2041249.0,675273.0,,620823.0,97705.0,,9102.0,,103819.0,,168944.0,,,222967.0,,,,,6962.0,26511.0,1497874.0,,,,9541.0,76538.0,104068.0,430399.0,935792.0,26273186.0,53316.0,,,,,125225.0,,41692847.0,,,7395.0
533,,383481.0,8401.0,,,,,,296009.0,,435.0,32502087.0,141336.0,116054.0,38556.0,,6232.0,1105.0,2073.0,,189541.0,1952.0,,,,30364.0,,,,2259621.0,,,18212.0,,,77200.0,,506688.0,,,,,184085.0,21502000.0,,,,,,5420.0,,208591.0,356.0,10907.0,120199.0,,,,,121641.0,104513.0,,,,,14113.0,,1519.0,6277549.0,4649575.0,,,,63879.0,687704.0,,,,4414.0,1151965.0,,,101695.0,646.0,,30067.0,,,,,,9357263.0,8704.0,38902.0,,14830.0,4644350.0,697994.0,,,,62124.0,1137.0,3687.0,605484.0,,1261883.0,,73970.0,89165.0,8416.0,,,,,0.0,13275.0,50138.0,,,,550.0,29009.0,27739.0,6697283.0,7794.0,6000.0,,12854.0,229283.0,789.0,,6235.0,,,,519874.0,,19731.0,,,,,208539.0,,,4042.0,,,202308.0,,23291.0,,,,,2325060.0,11438.0,,92803.0,164627.0,,319322.0,,,27111.0,,28171.0,140963.0,285151.0,,401483.0,111036.0,10562.0,29002.0,702988.0,,,,163.0,,,,,135011.0,,,,,,,35865.0,22016.0,,,95247.0,3983442.0,548561.0,,566794.0,54988.0,,,,106997.0,,143735.0,,,215885.0,,,,,8818.0,26748.0,1707102.0,,,,0.0,81713.0,113513.0,467238.0,884299.0,29553961.0,44453.0,,,,,217762.0,,45636246.0,,,5214.0
534,,341472.0,,,,,,,303307.0,,456.0,32667916.0,130810.0,113679.0,38076.0,,8124.0,,1420.0,,193422.0,,,,,30029.0,,,,1719365.0,,66.0,15230.0,,,85644.0,,534016.0,,,,,107324.0,23605000.0,,,,,,3876.0,,184717.0,504.0,,120779.0,,,,,159723.0,92254.0,,,,,14033.0,,10471.0,5133200.0,4054939.0,,,,159832.0,762679.0,,,,4510.0,995905.0,,,100829.0,503.0,,30195.0,353.0,,,,,8602702.0,44229.0,50331.0,,,3385690.0,588847.0,,,,39070.0,,1544.0,610066.0,,1210536.0,,1323.0,97835.0,9910.0,,,,,48790.0,17300.0,15393.0,,,,580.0,25640.0,19479.0,5444203.0,6532.0,6193.0,,7794.0,185474.0,,,5572.0,,,,469752.0,,16093.0,,11411.0,2399.0,,169963.0,,,4279.0,,,202566.0,,20818.0,,,,,2417977.0,,,44556.0,151628.0,,418590.0,,,25205.0,,21330.0,174519.0,202319.0,,322386.0,168320.0,12013.0,29313.0,414361.0,,,,192.0,,,,,94278.0,,,,,,,37603.0,14951.0,,1214.0,67725.0,3069061.0,635970.0,,,57351.0,,,,103012.0,,107675.0,,,263415.0,,,,,9185.0,31367.0,1172951.0,,,,,67101.0,116418.0,428817.0,912417.0,29714870.0,47787.0,,,,,242149.0,,43781254.0,,,7833.0
535,,131159.0,,,,,,,361186.0,,,28767217.0,64553.0,67331.0,,,7074.0,,440.0,,126290.0,,,,,10449.0,,,,947947.0,,934.0,3856.0,,,88104.0,,422070.0,,,,,36748.0,20232000.0,,,,,,2519.0,,133671.0,346.0,,50962.0,,,,,108592.0,54396.0,,,,,6260.0,,1251.0,3690769.0,2638359.0,180.0,,,49359.0,497234.0,,,,4240.0,428211.0,,,101515.0,,,3169.0,,,,,,5943141.0,,51612.0,,,4552372.0,535015.0,,,,34501.0,,259.0,559520.0,,1076664.0,,21015.0,90660.0,7517.0,,,,,25741.0,8508.0,1738.0,,,,0.0,6511.0,17462.0,6099433.0,8637.0,6809.0,,6724.0,171868.0,,,4170.0,,,,408239.0,,4630.0,,,1878.0,,62212.0,,,2942.0,,,204512.0,,12283.0,,,,,1679763.0,,,7185.0,76836.0,,266959.0,,,16377.0,,4663.0,114379.0,172048.0,,215615.0,50845.0,8347.0,25479.0,431452.0,,,,117.0,,,,,90998.0,,,,,,,46393.0,2683.0,,,4553.0,2209500.0,234400.0,,,77562.0,,,,63281.0,,,,,104095.0,,,,,5493.0,33954.0,575638.0,,,,,25603.0,130478.0,516604.0,570122.0,24495208.0,14513.0,,,,,126168.0,,36555244.0,,,
536,,664146.0,,,,,,,248268.0,,,26406543.0,34712.0,37292.0,,,10795.0,3371.0,1135.0,,32417.0,,,,,6037.0,,,,461805.0,,,3133.0,,,85586.0,,350497.0,,,,,3959.0,18734000.0,226343.0,,,,,1324.0,,36774.0,358.0,,41117.0,,57692.0,,,68779.0,16925.0,,,,,4041.0,,230.0,4027188.0,3444067.0,804.0,,,12146.0,175997.0,,,,,295208.0,,,61723.0,,,4524.0,,,,,,5978769.0,,37959.0,,,3378287.0,196830.0,,,,47847.0,1133.0,4513.0,438034.0,,1075877.0,,185322.0,51802.0,1788.0,,,,,,3504.0,1950.0,,,,0.0,1057.0,181489.0,4359270.0,,5255.0,,,146599.0,784.0,,2891.0,,,,196647.0,,13129.0,,,1144.0,,,,,110.0,,,198413.0,,7313.0,,,,,933292.0,,,4617.0,42025.0,,,,,,,894.0,33240.0,184583.0,,72093.0,138477.0,9814.0,20345.0,132402.0,,,,,,,,,100921.0,,,,,,,39497.0,1506.0,,,,1008395.0,2056.0,,,43614.0,,,,20830.0,,,,,91879.0,,,,,0.0,31304.0,1418588.0,,,,3125.0,4390.0,83710.0,273158.0,273654.0,22562061.0,1015.0,,,,,63267.0,,33081589.0,,,
537,,722367.0,9140.0,,,,,,113510.0,,423.0,34803799.0,128643.0,52991.0,215.0,,12452.0,3003.0,562.0,,118999.0,,,,,3874.0,,,,1443113.0,,,8502.0,,,72685.0,,405796.0,,,,,19763.0,20521000.0,345061.0,,,,,7459.0,20186.0,87376.0,184.0,,109572.0,,91719.0,,,160033.0,67172.0,,,,,8617.0,,,3904718.0,3345730.0,1040.0,,,21476.0,596067.0,,,,,633245.0,,,2384.0,,,23361.0,,,,,,6894305.0,,46003.0,,,9027343.0,645569.0,,,,58868.0,,6213.0,559175.0,,1327805.0,,97621.0,30600.0,4287.0,,,,,,12440.0,,,,,0.0,16066.0,60672.0,11103642.0,,4822.0,,,244831.0,954.0,,2711.0,,,,472980.0,,11136.0,,,716.0,,,,,396.0,,,200585.0,,17513.0,,,,,1784088.0,,,20734.0,247989.0,,,,,,,26342.0,112853.0,184064.0,,170966.0,70617.0,12491.0,20040.0,336540.0,,,,,,,315.0,,86554.0,,,,,,,34091.0,5877.0,,,,2196221.0,163092.0,,522341.0,40491.0,,1534.0,,88342.0,,74652.0,,,227639.0,,,,,6482.0,26498.0,1015801.0,,,,,8966.0,118856.0,60405.0,554719.0,25595261.0,52490.0,,,,,,,43659182.0,,,2119.0
538,,122680.0,11377.0,,,,,,181776.0,,19.0,32631435.0,140892.0,92573.0,42843.0,,12430.0,224.0,1286.0,,108869.0,,,,,35940.0,,,,1406954.0,,,12722.0,,,104470.0,,473084.0,,708.0,,,309013.0,22039000.0,383505.0,,,,,2302.0,9975.0,134506.0,300.0,,113537.0,,72680.0,,,129109.0,68958.0,,40059.0,,,5860.0,,,5881249.0,4363919.0,917.0,,,,689059.0,,,,3810.0,1080904.0,,,105453.0,,,23100.0,327.0,50022.0,,,,8549711.0,,40997.0,,,6541514.0,652908.0,,,,59750.0,,7780.0,572118.0,,1345732.0,,,96942.0,3226.0,,,,,26443.0,10292.0,,,,,525.0,25383.0,184459.0,7836185.0,7815.0,5562.0,,2543.0,260022.0,876.0,,4613.0,,,,667112.0,,,,,1772.0,,,,,4150.0,,,200585.0,,22730.0,,,,,2455774.0,5952.0,,50733.0,163622.0,,,,20371.0,207.0,,26116.0,141525.0,,,412844.0,31111.0,10149.0,23750.0,745321.0,,,4024.0,,,,7.0,,111726.0,,,,,,,32547.0,10939.0,,,,2600252.0,173198.0,,680540.0,22426.0,,,,92624.0,,65552.0,,,241639.0,,,,,2725.0,26904.0,450944.0,,,,,53786.0,,550712.0,748542.0,27284657.0,46465.0,,,,,,,43855012.0,,,5526.0
539,,641114.0,11445.0,,,,,,266109.0,,524.0,32248619.0,138922.0,112836.0,47824.0,,10643.0,227.0,793.0,,184549.0,,,,,48265.0,,,,1361953.0,,,13899.0,,,102845.0,,515259.0,,,,,251760.0,24119000.0,356382.0,,,,,1637.0,35062.0,115990.0,385.0,,114991.0,,70384.0,,,100648.0,74488.0,,40206.0,,,126.0,,4981.0,5668761.0,4904390.0,,,,,672101.0,,,,4231.0,1339650.0,,,105672.0,1022.0,,20831.0,,6377.0,,,,9058479.0,,40684.0,,11227.0,3514882.0,417342.0,,,,63771.0,1167.0,11781.0,568901.0,,1383225.0,,,86027.0,10436.0,,,,,,379.0,,,,,296.0,27545.0,65625.0,5382520.0,6455.0,5127.0,,1305.0,264945.0,1008.0,,4670.0,,,,787773.0,,,,12069.0,1493.0,,,,,3450.0,,,201183.0,,25003.0,,,,,2334244.0,6899.0,,110754.0,163925.0,,,,20934.0,2401.0,,26650.0,128477.0,,,389481.0,106620.0,17103.0,26086.0,60972.0,,,,226.0,,,1.0,,85729.0,,,,,,,29552.0,20860.0,,12135.0,,2561939.0,164822.0,,733245.0,,,,,90268.0,,64194.0,,,251985.0,,,,,10202.0,25300.0,871045.0,,,,1410.0,79925.0,,375635.0,729378.0,29111978.0,42752.0,,,,,57181.0,,43618602.0,,,20471.0
540,,1337684.0,10012.0,,,,,,274896.0,,433.0,36340966.0,138434.0,110276.0,66010.0,,14495.0,5146.0,1298.0,,182085.0,,,,,48464.0,,,,1539936.0,,,14212.0,,,99944.0,,591578.0,,,,,253348.0,24741000.0,327040.0,,,,,1449.0,,98376.0,279.0,9662.0,117956.0,,67144.0,,,80310.0,84514.0,,,,,176.0,,626.0,5848673.0,4064432.0,,,,,649652.0,,,,2929.0,1040192.0,,,100604.0,1171.0,,19800.0,,1426.0,,,,8326366.0,,46423.0,,15516.0,6683689.0,700334.0,,,,65573.0,1296.0,13246.0,612403.0,,1367625.0,,,102583.0,18826.0,,,,,,123.0,20243.0,,,,518.0,10246.0,138473.0,8930789.0,6596.0,4413.0,,1084.0,277490.0,1053.0,,5922.0,,,,635628.0,,12298.0,,,2102.0,,180465.0,,,2998.0,,,203112.0,,24433.0,,,,,2250152.0,6597.0,,113617.0,162867.0,,,,21653.0,25010.0,,12018.0,86125.0,,,154057.0,110508.0,29991.0,25599.0,926136.0,,,,,,,,,101990.0,,,,,,,36818.0,26897.0,,,,2670701.0,154478.0,,514619.0,,,2115.0,,88798.0,,89095.0,,,257103.0,,,,,9613.0,23884.0,880570.0,,,,,96176.0,98689.0,399347.0,693805.0,31215415.0,42245.0,,,,,293911.0,,48611043.0,,,26466.0
541,,365381.0,,,,,,,284128.0,,,35316772.0,119973.0,123128.0,72301.0,,16396.0,,1117.0,,165271.0,,,,,58053.0,,26978.0,,1441886.0,,,12280.0,,,137749.0,,522763.0,,525.0,,,211390.0,23162000.0,327875.0,,,,,1628.0,,164063.0,391.0,,115399.0,,61582.0,,,62963.0,69787.0,,,,,7640.0,,408.0,4887305.0,3592452.0,626.0,,,,747870.0,,,,3165.0,923911.0,,,102556.0,958.0,,17677.0,344.0,,,,,7694263.0,,57943.0,,3133.0,6607501.0,695428.0,,,,39549.0,1129.0,7789.0,618010.0,,1361116.0,,37307.0,112908.0,,,,,,33750.0,3036.0,47978.0,,,,278.0,28983.0,698.0,9109596.0,7289.0,4537.0,,290.0,222166.0,300.0,,3760.0,,,,577629.0,,12463.0,,,,,173125.0,,,3964.0,,,216062.0,,21741.0,,,,,2290132.0,0.0,,54484.0,141714.0,,,,19913.0,16231.0,,16901.0,127309.0,,,,111386.0,33189.0,,632812.0,,,,,,,,,73544.0,,,,,,,37503.0,69.0,,,111130.0,2752086.0,162046.0,,,,,2860.0,,88166.0,,70249.0,,,324055.0,,,,,12846.0,19918.0,802238.0,,,,,97130.0,105676.0,377267.0,759907.0,28948833.0,39135.0,,,,,167332.0,,45753390.0,,697.0,28602.0
542,,194984.0,,,,,,,293423.0,,,33309332.0,68715.0,77707.0,75081.0,,9596.0,,230.0,,115500.0,,,,,15097.0,,,,781189.0,,,3106.0,,,113459.0,,443261.0,,,,,52963.0,21425000.0,330694.0,,,,,,21714.0,98867.0,232.0,,50589.0,,41333.0,,,24297.0,54833.0,,,,,4453.0,827.0,567.0,4136025.0,3081531.0,,,,19.0,523023.0,,,,2984.0,411215.0,,,103090.0,,,2168.0,,,,,,6290717.0,,58559.0,,,8179856.0,655996.0,,,,38879.0,,2337.0,555669.0,,1257860.0,,61779.0,124314.0,,,,,,26522.0,3247.0,3539.0,,,,0.0,8433.0,12351.0,9509320.0,7724.0,5065.0,,591.0,197719.0,1151.0,,2594.0,,,,384718.0,,7827.0,,,,,39707.0,,,2142.0,,,224934.0,,14639.0,,,,,1471228.0,8845.0,,10473.0,83354.0,,,,1742.0,,,5973.0,82146.0,,,,109627.0,19576.0,,495128.0,,,,,,,,,108478.0,,,,,,,41681.0,4194.0,,,21332.0,1629377.0,35785.0,,,,,,,51300.0,,,,,73663.0,,,,,9966.0,31385.0,445652.0,,,,,43660.0,103196.0,433946.0,494641.0,25011912.0,13059.0,,,,,211652.0,,40824300.0,,777.0,27591.0
543,,283937.0,,,,,,,250237.0,,,28709814.0,48346.0,41644.0,54695.0,,8651.0,,1005.0,,34952.0,,,,,12850.0,,,,244499.0,,,2720.0,,,106711.0,,361752.0,,,,,5676.0,20557000.0,203392.0,,,,,,4986.0,85099.0,298.0,,40538.0,,40099.0,,,13252.0,22055.0,,,,,4425.0,,395.0,4119766.0,3469003.0,,,,,211605.0,,,,,292308.0,,,70616.0,,,2345.0,,,,,,6005488.0,,50205.0,,,3189028.0,1265328.0,,,,48811.0,,16926.0,432003.0,,1246748.0,,81995.0,70088.0,8753.0,,,,,,2309.0,6653.0,,,,0.0,6226.0,95978.0,5486558.0,,3897.0,,70.0,177539.0,1288.0,,1644.0,,,,159176.0,,,,,802.0,,,,,45.0,,1961.0,221362.0,,7036.0,,,,,912426.0,,,5863.0,55382.0,,,,1954.0,,,2883.0,51225.0,,,92669.0,98084.0,32839.0,,341951.0,,,,,,,,,122137.0,,,,,,,30181.0,21.0,,,97202.0,798729.0,1467.0,,,,,,,18528.0,,,,,92372.0,,,,,7850.0,28189.0,693474.0,,,,211.0,18631.0,30516.0,263267.0,264954.0,23292030.0,1255.0,,,,,87375.0,,34880054.0,,729.0,25751.0
544,,890543.0,,,,,,,202112.0,,585.0,29171062.0,126034.0,51510.0,608.0,,81811.0,,630.0,,120748.0,,,,,49125.0,,,,1139927.0,,,8059.0,,,121448.0,,704472.0,,,,,5617.0,20927000.0,343111.0,,,,,,15428.0,172170.0,476.0,,112267.0,,63868.0,,,70479.0,69177.0,29244.0,,,,7476.0,,13929.0,4404104.0,3640741.0,,,,,606812.0,,,,,631226.0,,,103379.0,,,2827.0,,2380.0,,,,7745969.0,,51546.0,,,3393166.0,285949.0,,,,59322.0,,17949.0,559938.0,,1386895.0,,95279.0,49100.0,5228.0,,,,,,15529.0,31469.0,,,,289.0,19954.0,140955.0,4914883.0,,4077.0,,16.0,209741.0,948.0,,4839.0,,,,472594.0,,,,37260.0,469.0,,,,,,,6062.0,210040.0,,16381.0,,,,,2109282.0,,,33656.0,142415.0,,,,17399.0,16392.0,,23734.0,56324.0,,,153941.0,156774.0,33714.0,36210.0,333214.0,,,,,,,,,148589.0,,,,,,,26344.0,6519.0,,,8084.0,1944589.0,158773.0,,650834.0,,,1012.0,,74916.0,,37619.0,,,269459.0,,,,,8341.0,28193.0,1165615.0,,,,1582.0,17065.0,37491.0,265276.0,548444.0,25860188.0,54450.0,,,,,110497.0,,38661995.0,,,23895.0
545,,267587.0,12059.0,,,,,,270117.0,,512.0,30968297.0,144885.0,92953.0,73206.0,,6722.0,1581.0,873.0,,121857.0,,,,,49768.0,,,,1898996.0,,2639.0,12590.0,,,135588.0,,577661.0,,,,,249553.0,19020000.0,371023.0,,,,,4041.0,28441.0,140252.0,209.0,,114212.0,,72190.0,,,92502.0,64542.0,,,,,8401.0,,6865.0,5344514.0,4238510.0,,,,,688566.0,,,,3237.0,936521.0,,,96835.0,1247.0,,12618.0,,27580.0,,,,8354706.0,,56068.0,,,6000335.0,1438569.0,,,,59296.0,745.0,20180.0,563848.0,,1421382.0,,,130950.0,41745.0,,,,,,14431.0,27467.0,,,,299.0,24944.0,50838.0,8970044.0,7921.0,5630.0,,,243743.0,841.0,,5371.0,,,,727634.0,,10031.0,,,1326.0,,,,,,,14112.0,211633.0,,20975.0,,,,,2207660.0,,,51637.0,246557.0,,,,15056.0,16199.0,,19487.0,100249.0,,,287433.0,114687.0,33669.0,20564.0,555047.0,,,,,,,,,184101.0,,,,,,,28538.0,12321.0,,4239.0,112670.0,3083366.0,162750.0,,714957.0,69919.0,6534.0,,,79519.0,,38085.0,,,255734.0,,,,,8787.0,28007.0,462728.0,,,,5620.0,81637.0,87427.0,288679.0,622821.0,24740309.0,54702.0,,,,,96866.0,,42117981.0,,,16443.0
