,nu,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua_and_Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia_and_Herzegovina,Botswana,Brazil,British_Virgin_Islands,Brunei_Darussalam,Bulgaria,Burkina_Faso,Burundi,Cambodia,Cameroon,Canada,Cape_Verde,Cases_on_an_international_conveyance_Japan,Cayman_Islands,Central_African_Republic,Chad,Chile,China,Colombia,Comoros,Congo,Costa_Rica,Cote_dIvoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Democratic_Republic_of_the_Congo,Denmark,Djibouti,Dominica,Dominican_Republic,Ecuador,Egypt,El_Salvador,Equatorial_Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland_Islands_(Malvinas),Faroe_Islands,Fiji,Finland,France,French_Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea_Bissau,Guyana,Haiti,Holy_See,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle_of_Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall_Islands,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New_Caledonia,New_Zealand,Nicaragua,Niger,Nigeria,North_Macedonia,Northern_Mariana_Islands,Norway,Oman,Pakistan,Palestine,Panama,Papua_New_Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto_Rico,Qatar,Romania,Russia,Rwanda,Saint_Kitts_and_Nevis,Saint_Lucia,Saint_Vincent_and_the_Grenadines,San_Marino,Sao_Tome_and_Principe,Saudi_Arabia,Senegal,Serbia,Seychelles,Sierra_Leone,Singapore,Sint_Maarten,Slovakia,Slovenia,Solomon_Islands,Somalia,South_Africa,South_Korea,South_Sudan,Spain,Sri_Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Thailand,Timor_Leste,Togo,Trinidad_and_Tobago,Tunisia,Turkey,Turks_and_Caicos_islands,Uganda,Ukraine,United_Arab_Emirates,United_Kingdom,United_Republic_of_Tanzania,United_States_Virgin_Islands,United_States_of_America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis_and_Futuna,Western_Sahara,Yemen,Zambia,Zimbabwe
113,114,0.07142857142857142,0.05263157894736842,0.2857142857142857,0.0,0.0,,0.0,0.002387347060578932,0.0,0.0,0.0,0.14553990610328638,0.0,0.0,0.0,0.14925373134328357,1.0,0.2727272727272727,0.8302752293577982,0.0,0.0,0.0,,0.0018633540372670807,0.0,0.017241379310344827,0.0,0.10344827586206896,0.0,0.0,0.01809954751131222,0.5,0.0,,0.01694915254237288,0.6306306306306306,0.0,,0.0,0.0,0.0,0.01229895931882687,0.0,0.025,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,0.0,0.4,0.03474903474903475,0.0,0.9333333333333333,0.0,,0.38461538461538464,0.041463414634146344,0.0,0.037037037037037035,0.0,,0.16666666666666666,0.0,0.0,,,0.0,0.34782608695652173,0.4459016393442623,0.0,0.0,0.0,0.013513513513513514,0.3644067796610169,0.0,0.0,0.0,,,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,,0.015625,0.0,0.0,0.020469296055916127,0.11108160041851528,0.09842931937172775,0.0,0.16666666666666666,1.0,0.09859154929577464,0.44008056394763345,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0013736263736263737,,0.125,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.0,0.2727272727272727,0.0,,0.0,0.0,0.03750414868901427,0.13636363636363635,0.0,,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.9517241379310345,,1.0,0.0,0.5,0.0967741935483871,0.021739130434782608,0.0,0.35294117647058826,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.011689961880559084,0.03474903474903475,0.037091988130563795,0.25274725274725274,0.045454545454545456,0.14285714285714285,0.11737089201877934,0.0967741935483871,0.0,,0.0,,0.0,0.0,0.08620689655172414,0.1111111111111111,0.13043478260869565,,0.0,0.5,1.0,0.0,0.018018018018018018,,0.75,0.012237762237762238,0.25,0.0,0.2711028958718423,0.0,0.0035971223021582736,0.0,0.8651685393258427,0.14084507042253522,0.0,0.0,0.0,0.6666666666666666,,0.0,0.0,0.0,0.5391705069124424,0.0,0.0,0.02927927927927928,0.46153846153846156,0.8386138613861386,0.3333333333333333,0.0,0.5394975392965705,0.0,0.08333333333333333,,0.0,0.0,,0.0,0.0,0.0,0.0
114,115,0.03571428571428571,0.0,0.14285714285714285,0.0,0.0,,0.0,0.0017905102954341987,0.07317073170731707,0.0,0.01694915254237288,0.06572769953051644,0.0,0.18181818181818182,0.14285714285714285,0.1044776119402985,0.0,0.18181818181818182,0.7155963302752294,0.0,0.0,0.0,,0.0018633540372670807,0.0,0.008620689655172414,0.0,0.25517241379310346,0.0,0.0,0.013574660633484163,1.0,0.0,,0.1016949152542373,0.7747747747747747,0.0,,0.0,0.0,0.0,0.007568590350047304,0.0,0.0225,0.0,0.0,0.0,0.0,0.02666666666666667,0.5,0.0,0.0,0.011583011583011582,0.0,0.6666666666666666,0.0,,0.1282051282051282,0.05609756097560976,0.12371134020618557,0.0,0.03125,,0.16666666666666666,0.0,0.0,,,0.0,1.0,0.42295081967213116,0.0,0.2,0.0,0.0,0.3847457627118644,0.0,0.0,0.03305785123966942,,,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.08333333333333333,,0.0,0.12953367875647667,0.0,0.018472291562656017,0.07014456885884164,0.09424083769633508,0.0,0.10683760683760683,0.3333333333333333,0.028169014084507043,0.46727089627391744,0.0,0.6382978723404256,0.5,0.0,0.009259259259259259,0.0,0.025,0.09090909090909091,0.0,,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.05555555555555555,0.25,0.0,0.0,0.16666666666666666,0.0,0.36363636363636365,0.0,,0.0,0.0,0.032857616993030206,0.18181818181818182,0.0,,0.0,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.8482758620689655,,0.5,0.0,0.5,0.0967741935483871,0.0,0.0,0.6470588235294118,0.014925373134328358,0.08945686900958466,0.0,0.04878048780487805,0.0,0.0,0.010673443456162644,0.06177606177606178,0.04154302670623145,0.38461538461538464,0.22727272727272727,0.0,0.0892018779342723,0.07130730050933787,0.0,,0.0,,0.0,0.0,0.1206896551724138,0.0,0.07246376811594203,,0.2,0.0,0.0,0.02,0.0,,0.0,0.017482517482517484,0.0,0.0,0.226124460874923,0.0,0.0,0.0,0.9662921348314607,0.23943661971830985,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5299539170506913,0.0,0.0,0.02927927927927928,0.3076923076923077,0.6752475247524753,0.0,0.0,0.996551717448783,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
115,116,0.017857142857142856,0.0,0.22857142857142856,0.5,0.0,,0.0,0.000596836765144733,0.024390243902439025,0.0,0.06779661016949153,0.023474178403755867,0.023255813953488372,0.0,0.0,0.05970149253731343,0.0,0.2727272727272727,0.7110091743119266,0.0,0.0,0.0,,0.0006211180124223603,0.0,0.008620689655172414,0.0,0.22382445141065832,0.0,0.0,0.00904977375565611,0.0,0.0,,0.0,0.7027027027027027,0.0,,0.0,0.0,0.0,0.005676442762535478,0.0,0.025,0.0,0.0,0.0,0.0,0.013333333333333334,1.0,0.0,0.0,0.007722007722007722,0.14285714285714285,0.6,0.0,,0.05128205128205128,0.03902439024390244,0.18556701030927836,0.0,0.0,,0.16666666666666666,0.0,0.0,,,0.0,0.5,0.3188524590163934,0.0,0.2,0.0,0.0,0.30338983050847457,0.06666666666666667,0.0,0.04132231404958678,,,0.0,0.0,1.0,0.0,0.0,0.25,0.0,,0.0,0.06217616580310881,0.0,0.028457314028956564,0.24558898982887153,0.09738219895287958,0.02459016393442623,0.14957264957264957,0.6666666666666666,0.014084507042253521,0.4229607250755287,0.1111111111111111,0.3617021276595745,0.0,0.0,0.009259259259259259,0.0,0.0,0.09090909090909091,0.0,,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,,0.0,0.0,0.05044805841354132,0.3181818181818182,0.0,,0.07692307692307693,0.0,0.02142857142857143,0.0,0.0,0.0,0.0,0.7724137931034483,,0.5,0.05555555555555555,0.0,0.03225806451612903,0.021739130434782608,0.0,0.6470588235294118,0.014925373134328358,0.051118210862619806,0.0,0.1951219512195122,0.0,0.0,0.015756035578144853,0.05791505791505792,0.05934718100890208,0.6593406593406593,0.36363636363636365,0.0,0.11737089201877934,0.10186757215619695,0.0,,0.0,,0.0,0.0,0.10344827586206896,0.1111111111111111,0.07246376811594203,,0.4,0.0,0.0,0.04,0.009009009009009009,,0.25,0.006993006993006993,0.0,0.0,0.23290203327171904,0.0,0.01079136690647482,0.0,1.0,0.19248826291079812,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5023041474654378,0.0,0.0,0.013513513513513514,0.6153846153846154,1.0,0.0,0.0,0.3304062246000508,0.0,0.08333333333333333,,0.0,0.0,,0.0,0.0,0.0,0.05555555555555555
116,117,0.07142857142857142,0.0,0.11428571428571428,0.0,0.0,,0.0,0.005371530886302597,0.0,0.0,0.03389830508474576,0.107981220657277,0.0,0.0,0.0,0.13432835820895522,0.0,0.36363636363636365,0.6513761467889908,0.0,0.0,0.0,,0.0012422360248447205,0.0,0.017241379310344827,0.0,0.21692789968652038,0.0,0.0,0.004524886877828055,0.0,0.0,,0.06779661016949153,0.7342342342342343,0.0,,0.0,0.0,0.0,0.006622516556291391,0.0,0.02,0.0,0.125,0.0,0.0,0.04,0.5,0.0,0.0,0.011583011583011582,0.0,1.0,0.0,,0.15384615384615385,0.0,0.13402061855670103,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.9,0.30245901639344264,0.0,0.0,0.0,0.0,0.23728813559322035,0.0,0.0,0.0,,,0.0,0.02702702702702703,1.0,0.3333333333333333,0.0,0.0,0.08333333333333333,,0.1875,0.05181347150259067,0.0,0.024463305042436344,0.18125936880652724,0.07958115183246073,0.0,1.0,0.0,0.07042253521126761,0.4179254783484391,0.0,0.2978723404255319,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,,0.0,0.08333333333333333,0.0,0.2,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,,0.0,0.0,0.027879190175904414,0.3181818181818182,0.0,,0.0,1.0,0.007142857142857143,0.0,0.0,0.0,0.0,0.8275862068965517,,0.0,0.0,0.75,0.0967741935483871,0.043478260869565216,0.0,0.11764705882352941,0.0,0.051118210862619806,0.0,0.12195121951219512,0.0,0.0,0.016772554002541296,0.06563706563706563,0.04451038575667656,0.25274725274725274,0.2727272727272727,0.0,0.107981220657277,0.11205432937181664,0.0,,0.0,,0.0,0.0,0.15517241379310345,0.0,0.10144927536231885,,0.0,0.0,0.0,0.0,0.009009009009009009,,0.25,0.012237762237762238,0.25,0.0,0.17744916820702403,0.0,0.0035971223021582736,0.0,0.8690476190476191,0.09389671361502347,0.0,0.0,0.0,0.3333333333333333,,0.0,0.0,0.0,0.48847926267281105,0.0,0.0,0.018018018018018018,0.5384615384615384,0.8410732714138287,0.0,0.0,0.6808771238964662,0.6666666666666666,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
117,118,0.17857142857142858,0.05263157894736842,0.17142857142857143,0.0,0.0,,0.0,0.0002984183825723665,0.024390243902439025,0.0,0.03389830508474576,0.028169014084507043,0.0,0.0,0.0,0.07462686567164178,0.0,0.45454545454545453,0.7064220183486238,0.0,0.0,0.0,,0.002484472049689441,0.0,0.017241379310344827,0.0,0.11849529780564264,0.0,0.0,0.004524886877828055,0.5,0.0,,0.05084745762711865,0.42792792792792794,0.0,,0.0,0.0,0.0,0.007568590350047304,0.16666666666666666,0.025,0.0,0.0,0.0,0.0,0.013333333333333334,0.75,0.0,0.0,0.011583011583011582,0.0,0.36363636363636365,0.0,,0.1282051282051282,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,,,0.0,0.4,0.19836065573770492,0.0,0.0,0.0,0.013513513513513514,0.1864406779661017,0.06666666666666667,0.0,0.0,,,0.0,0.02702702702702703,1.0,0.0,0.25,0.0,0.0,,0.03125,0.04145077720207254,0.0,0.023964053919121316,0.13447418988118592,0.06282722513089005,0.00819672131147541,0.42105263157894735,0.0,0.0,0.2618328298086606,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.05,0.09090909090909091,0.0,,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,,0.0,0.0,0.015267175572519083,0.09090909090909091,0.0,,0.07692307692307693,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.45517241379310347,,0.5,0.0,0.5,0.16129032258064516,0.043478260869565216,0.0,0.0,0.0,0.038338658146964855,0.0,0.14634146341463414,0.0,0.0,0.0071156289707750954,0.02702702702702703,0.016320474777448073,0.27472527472527475,0.045454545454545456,0.0,0.15492957746478872,0.11205432937181664,0.0,,0.0,,1.0,0.0,0.05172413793103448,0.2222222222222222,0.07246376811594203,,0.2,0.0,0.5,0.02,0.009009009009009009,,0.625,0.0017482517482517483,0.125,0.0,0.0,0.0,0.014388489208633094,0.0,0.8809523809523809,0.03755868544600939,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.45622119815668205,0.0,0.0,0.018018018018018018,0.38461538461538464,0.37564499484004127,0.0,0.0,0.5288392114109908,0.3333333333333333,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
118,119,0.0,0.0,0.2,0.0,0.0,,0.0,0.003282602208296031,0.024390243902439025,0.0,0.01694915254237288,0.03286384976525822,0.023255813953488372,0.0,0.0,0.1044776119402985,0.0,0.2727272727272727,0.6192660550458715,0.0,0.0,1.0,,0.0018633540372670807,0.0,0.017241379310344827,0.0,0.21191222570532917,0.0,0.0,0.00904977375565611,0.0,0.0,,0.03389830508474576,0.6621621621621622,0.0,,0.0,0.0,0.0,0.008514664143803218,0.0,0.025,0.0,0.0,0.0,0.0,0.05333333333333334,0.5,0.0,0.2,0.007722007722007722,0.09523809523809523,0.45454545454545453,0.0,,0.0,0.2121951219512195,0.30927835051546393,0.0,0.0,,0.16666666666666666,0.0,0.0,,,0.0,0.3,0.3581967213114754,0.0,0.0,0.0,0.0,0.27627118644067794,0.0,0.0,0.049586776859504134,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.05699481865284974,0.0,0.0309535696455317,0.12862604251551826,0.10052356020942409,0.00819672131147541,0.2631578947368421,0.0,0.04225352112676056,0.33534743202416917,0.0,0.5319148936170213,0.0,0.0,0.0,0.0,0.025,0.18181818181818182,0.0,,0.0625,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,,0.0,1.0,0.027547295054762694,0.2727272727272727,0.0,,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0,0.296551724137931,,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.06389776357827476,0.0,0.04878048780487805,0.0,0.0,0.01372299872935197,0.03861003861003861,0.040059347181008904,0.21978021978021978,0.0,0.0,0.107981220657277,0.08149405772495756,0.0,,0.0,,0.0,0.0,0.08620689655172414,0.0,0.08695652173913043,,0.0,1.0,0.0,0.0,0.009009009009009009,,0.375,0.005244755244755245,0.125,0.0,0.3894023413431916,0.0,0.0035971223021582736,0.0,0.8809523809523809,0.07511737089201878,0.0,0.0,0.0,1.0,,0.0,0.0,0.004608294930875576,0.4377880184331797,0.0,0.0,0.024774774774774775,0.46153846153846156,0.3302373581011352,0.0,0.5,0.4291524976576276,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
119,120,0.05357142857142857,0.10526315789473684,0.14285714285714285,0.16666666666666666,0.0,,0.0,0.0029841838257236644,0.0,0.0,0.06779661016949153,0.09389671361502347,0.0,0.0,0.0,0.04477611940298507,0.0,0.36363636363636365,0.5045871559633027,0.0,0.0,0.0,,0.0012422360248447205,0.0,0.017241379310344827,0.0,0.29717868338557996,0.0,0.0,0.0,0.0,0.0,,0.01694915254237288,0.6846846846846847,0.0,,0.0,0.0,0.2,0.008514664143803218,0.0,0.04,0.0,0.0,0.0,0.0,0.05333333333333334,0.5,0.0,0.0,0.015444015444015444,0.0,0.6363636363636364,0.0,,0.20512820512820512,0.5073170731707317,0.2268041237113402,0.037037037037037035,0.0,,0.0,0.0,0.0,,,0.0,0.6,0.3008196721311475,0.0,0.0,0.0,0.0,0.3423728813559322,0.3333333333333333,0.0,0.0,,,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,,0.078125,0.046632124352331605,0.0,0.036445332001997004,0.04675197939617099,0.0743455497382199,0.0,1.0,1.0,0.08450704225352113,0.38469284994964753,0.0,0.2765957446808511,0.5,0.01098901098901099,0.0,0.0,0.0,0.09090909090909091,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.09090909090909091,0.0,,0.0,0.0,0.0448058413541321,0.22727272727272727,0.0,,0.0,0.0,0.02142857142857143,0.0,0.0,0.0,0.0,0.3310344827586207,,0.0,0.0,0.5,0.12903225806451613,0.13043478260869565,0.0,0.11764705882352941,0.0,0.08306709265175719,0.0,0.21951219512195122,0.0,0.0,0.01829733163913596,0.07335907335907337,0.050445103857566766,0.27472527472527475,0.09090909090909091,0.0,0.0892018779342723,0.12224108658743633,0.0,,0.0,,0.0,0.0,0.13793103448275862,0.0,0.08695652173913043,,0.0,0.0,0.0,0.04,0.02702702702702703,,0.25,0.005244755244755245,0.25,0.0,0.27911275415896486,0.0,0.01079136690647482,0.0,0.9880952380952381,0.1267605633802817,0.0,0.0,0.0,0.0,,0.0,0.0,0.004608294930875576,0.423963133640553,0.0,0.0,0.04279279279279279,0.5384615384615384,1.0,0.0,0.0,0.6614413495168796,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
120,121,0.0,0.05263157894736842,0.2,0.16666666666666666,0.0,,0.0,0.0020889286780065653,0.04878048780487805,0.0,0.03389830508474576,0.051643192488262914,0.023255813953488372,0.0,0.0,0.11940298507462686,1.0,0.45454545454545453,0.4908256880733945,0.0,0.3333333333333333,0.0,,0.002484472049689441,0.0,0.017241379310344827,0.0,0.28150470219435736,0.0,0.0,0.027149321266968326,0.5,0.0,,0.03389830508474576,0.6171171171171171,0.0,,0.0,0.0,0.0,0.008514664143803218,0.0,0.0225,0.0,0.0625,0.0,0.0,0.05333333333333334,0.0,0.0,0.0,0.0,0.047619047619047616,0.8181818181818182,0.0,,0.1794871794871795,0.02926829268292683,0.21649484536082475,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.7,0.35,0.0,0.0,0.0,0.0,0.29322033898305083,0.0,0.0,0.024793388429752067,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.078125,0.06217616580310881,0.0,0.03344982526210684,0.06429642149317398,0.08376963350785341,0.03278688524590164,0.7380952380952381,0.0,0.09859154929577464,0.3252769385699899,0.0,0.5531914893617021,0.5,0.0,0.0,0.02040816326530612,0.0,0.09090909090909091,0.0,,0.125,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,,0.0,0.0,0.05409890474610023,0.18181818181818182,0.0,,0.0,0.0,0.02142857142857143,0.0,0.020833333333333332,0.0,0.0,1.0,,0.0,0.05555555555555555,0.25,0.22580645161290322,0.043478260869565216,0.0,0.4117647058823529,0.0,0.06070287539936102,0.0,0.04878048780487805,0.0,0.0,0.022617534942820837,0.10810810810810811,0.04154302670623145,0.17582417582417584,0.0,0.0,0.11737089201877934,0.17826825127334464,0.0,,0.0,,0.0,0.0,0.08620689655172414,0.0,0.07246376811594203,,0.0,0.0,0.0,0.04,0.02702702702702703,,0.0,0.017482517482517484,0.125,0.0,0.16512630930375846,0.0,0.01079136690647482,0.0,0.9880952380952381,0.13145539906103287,0.0,0.0,0.0,0.0,,0.3333333333333333,0.0,0.0,0.41013824884792627,0.0,0.0,0.024774774774774775,0.6923076923076923,1.0,1.0,0.0,0.818494945713216,0.0,0.08333333333333333,,0.0,0.0,,0.0,0.0,0.0,0.0
121,122,0.07142857142857142,0.0,0.17142857142857143,0.0,0.0,,0.0,0.001193673530289466,0.024390243902439025,0.0,0.03389830508474576,0.018779342723004695,0.023255813953488372,0.0,0.0,0.07462686567164178,0.0,0.45454545454545453,0.39908256880733944,0.0,0.0,0.0,,0.0018633540372670807,0.0,0.034482758620689655,0.0,0.2727272727272727,0.0,0.0,0.00904977375565611,0.0,0.0,,0.0,0.8468468468468469,0.0,,0.0,0.0,0.3,0.010406811731315043,0.0,0.0375,0.0,0.0,0.0,0.0,0.02666666666666667,0.75,0.0,0.0,0.03474903474903475,0.0,0.8181818181818182,0.0,,0.20512820512820512,0.041463414634146344,0.12371134020618557,0.037037037037037035,0.0,,0.3333333333333333,0.0,0.0,,,0.0,0.5,0.23688524590163934,0.0,0.0,0.0,0.0,0.3271186440677966,0.06666666666666667,0.0,0.008264462809917356,,,0.0,0.0,0.0,0.0,0.0,0.25,0.16666666666666666,,0.0625,0.05699481865284974,0.0,0.036445332001997004,0.04675197939617099,0.0743455497382199,0.00819672131147541,1.0,0.0,0.09859154929577464,0.28700906344410876,0.1111111111111111,0.3617021276595745,1.0,0.0,0.0,0.04081632653061224,0.075,0.18181818181818182,0.0,,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.5,0.09090909090909091,0.0,,0.0,0.0,0.04215068038499834,0.36363636363636365,0.0,,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.711864406779661,,0.0,0.0,0.0,0.22580645161290322,0.08695652173913043,0.0,0.11764705882352941,0.014925373134328358,0.12460063897763578,0.045454545454545456,0.24390243902439024,0.0,0.02702702702702703,0.02744599745870394,0.03861003861003861,0.02967359050445104,0.1978021978021978,0.2727272727272727,0.0,0.19718309859154928,0.17147707979626486,0.0,,0.0,,0.0,0.5,0.08620689655172414,0.0,0.08695652173913043,,0.6,0.5,0.0,0.02,0.018018018018018018,,0.0,0.0,0.125,0.0,0.17313616759088107,0.0,0.01079136690647482,0.0,0.9285714285714286,0.07042253521126761,0.0,0.0,0.0,0.0,,0.6666666666666666,0.0,0.0,0.42857142857142855,0.0,0.0,0.024774774774774775,0.5384615384615384,0.8732782369146006,0.0,0.0,0.6394977332818625,0.6666666666666666,0.0,,0.0,0.0,,0.0,0.038461538461538464,0.0,0.0
122,123,0.07142857142857142,0.0,0.08571428571428572,0.16666666666666666,0.0,,0.0,0.0020889286780065653,0.0,0.0,0.01694915254237288,0.023474178403755867,0.023255813953488372,0.0,0.0,0.029850746268656716,0.0,0.36363636363636365,0.42660550458715596,0.0,0.0,0.0,,0.002484472049689441,0.0,0.008620689655172414,0.0,0.2683385579937304,0.0,0.0,0.013574660633484163,0.5,0.0,,0.0,0.9324324324324325,0.3333333333333333,,0.0,0.0,0.0,0.006622516556291391,0.0,0.0525,0.0,0.0625,0.0,0.25,0.08,0.75,0.0,0.0,0.015444015444015444,0.047619047619047616,0.9090909090909091,0.0,,0.3076923076923077,0.3975609756097561,0.14432989690721648,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.7,0.17868852459016393,0.0,0.2,0.0,0.02702702702702703,0.15932203389830507,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.06217616580310881,0.0,0.03544682975536695,0.04675197939617099,0.06596858638743455,0.00819672131147541,0.868421052631579,1.0,0.04225352112676056,0.27089627391742194,0.0,0.5531914893617021,1.0,0.0,0.0,0.08163265306122448,0.0,0.36363636363636365,0.0,,0.0625,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,,0.0,0.0,0.03750414868901427,0.13636363636363635,0.0,,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0,0.8305084745762712,,0.5,0.0,0.25,0.3225806451612903,0.08695652173913043,0.0,0.0,0.0,0.10223642172523961,0.0,0.0975609756097561,0.0,0.0,0.01855146124523507,0.04247104247104247,0.010385756676557863,0.0,0.09090909090909091,0.2857142857142857,0.1267605633802817,0.16298811544991512,0.0,,0.0,,0.0,0.0,0.1206896551724138,0.0,0.08695652173913043,,0.0,0.5,0.0,0.0,0.018018018018018018,,0.0,0.022727272727272728,0.25,0.0,0.17005545286506468,0.0,0.0,0.0,0.9285714285714286,0.056338028169014086,0.0,0.0,0.0,0.0,,0.0,0.0,0.004608294930875576,0.3870967741935484,0.0,0.0,0.024774774774774775,0.46153846153846156,0.9614325068870524,0.0,0.0,0.6463942983842965,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
